date,country,Relative Demand
2017-12-01,All,0.7063553024959797
2018-01-01,All,0.7024757400272754
2018-02-01,All,0.7112202086855925
2018-03-01,All,0.7129596784210739
2018-04-01,All,0.7096667507720661
2018-05-01,All,0.7059833616772612
2018-06-01,All,0.7083445022637919
2018-07-01,All,0.7089768225981691
2018-08-01,All,0.7101586776581739
2018-09-01,All,0.7148175203731769
2018-10-01,All,0.7213198536074554
2018-11-01,All,0.7227426015603275
2018-12-01,All,0.7246086665067036
2019-01-01,All,0.7271699415641275
2019-02-01,All,0.731542562915756
2019-03-01,All,0.734340536410341
2019-04-01,All,0.7376907535449878
2019-05-01,All,0.7426500913813209
2019-06-01,All,0.7477399101821467
2019-07-01,All,0.7513429397939724
2019-08-01,All,0.7532196453607376
2019-09-01,All,0.7548600476589807
2019-10-01,All,0.7547684150451486
2019-11-01,All,0.7637000928265815
2019-12-01,All,0.7645763737210551
2020-01-01,All,0.7635830637251276
2020-02-01,All,0.766601081187649
2020-03-01,All,0.767127090779794
2020-04-01,All,0.7627045192952892
2020-05-01,All,0.7624531607598037
2020-06-01,All,0.7652027854480938
2020-07-01,All,0.7668634886722995
2020-08-01,All,0.7700130103831595
2020-09-01,All,0.7678590237091879
2020-10-01,All,0.7685376692413239
2020-11-01,All,0.7750031234519448
2020-12-01,All,0.7778833995070825
2021-01-01,All,0.7984614500504078
2021-02-01,All,0.7845284621304375
2021-03-01,All,0.7740088719924723
2021-04-01,All,0.7681040327003303
2021-05-01,All,0.7688071873263611
2021-06-01,All,0.7668434717724214
2021-07-01,All,0.7652343817342087
2021-08-01,All,0.7630087906085512
2021-09-01,All,0.7576423548881078
2021-10-01,All,0.7650934514200536
2021-11-01,All,0.768040164180185
2021-12-01,All,0.7682669379470027
2022-01-01,All,0.7633246397031489
2022-02-01,All,0.7601227297690469
2022-03-01,All,0.764953093583331
2022-04-01,All,0.7635419584914014
2022-05-01,All,0.759343053054738
2022-06-01,All,0.7568591733129726
2022-07-01,All,0.7550924099916921
2017-12-01,USA,0.7004344243469581
2018-01-01,USA,0.6989234794373512
2018-02-01,USA,0.7000290586484008
2018-03-01,USA,0.6973817502866448
2018-04-01,USA,0.694741277725808
2018-05-01,USA,0.6987949200071547
2018-06-01,USA,0.7031281993895645
2018-07-01,USA,0.7107993758809764
2018-08-01,USA,0.710239459375216
2018-09-01,USA,0.7183319731010804
2018-10-01,USA,0.7270308878298093
2018-11-01,USA,0.7276718713820995
2018-12-01,USA,0.7269547156475348
2019-01-01,USA,0.7277901266335213
2019-02-01,USA,0.7328197605425051
2019-03-01,USA,0.7298810571542523
2019-04-01,USA,0.7314498571456851
2019-05-01,USA,0.7403262700152482
2019-06-01,USA,0.7467990150198922
2019-07-01,USA,0.75320582482328
2019-08-01,USA,0.7535933655375614
2019-09-01,USA,0.7512633790176383
2019-10-01,USA,0.7476961645863979
2019-11-01,USA,0.7483468939707283
2019-12-01,USA,0.7466069311902592
2020-01-01,USA,0.751208177075022
2020-02-01,USA,0.7559892165264405
2020-03-01,USA,0.7578006119823804
2020-04-01,USA,0.7627465723094439
2020-05-01,USA,0.7710006653713581
2020-06-01,USA,0.7764994092512619
2020-07-01,USA,0.7793741983025981
2020-08-01,USA,0.7801468886106053
2020-09-01,USA,0.7823853992729468
2020-10-01,USA,0.7850726236056089
2020-11-01,USA,0.7856181086973072
2020-12-01,USA,0.7835793548870797
2021-01-01,USA,0.7770899548548372
2021-02-01,USA,0.7737604889441849
2021-03-01,USA,0.7727456482831109
2021-04-01,USA,0.7760369531638186
2021-05-01,USA,0.7767267582539787
2021-06-01,USA,0.7751848508610506
2021-07-01,USA,0.7743539897091885
2021-08-01,USA,0.7703221036182696
2021-09-01,USA,0.7699894495607711
2021-10-01,USA,0.7699894495607711
2021-11-01,USA,0.7699894495607711
2021-12-01,USA,0.7606160642890725
2022-01-01,USA,0.7584113477888219
2022-02-01,USA,0.7589551591897642
2022-03-01,USA,0.7553363643866319
2022-04-01,USA,0.754562806956867
2022-05-01,USA,0.7573640088084453
2022-06-01,USA,0.7601657678375603
2022-07-01,USA,0.7617823123694784
2017-12-01,DEU,0.660875407021274
2018-01-01,DEU,0.6610470798975878
2018-02-01,DEU,0.6629231340676767
2018-03-01,DEU,0.6654860024970394
2018-04-01,DEU,0.6624830221109236
2018-05-01,DEU,0.6576101056332591
2018-06-01,DEU,0.6611322070035779
2018-07-01,DEU,0.6670913390202374
2018-08-01,DEU,0.6689917707801081
2018-09-01,DEU,0.6701306780108964
2018-10-01,DEU,0.6699540446494394
2018-11-01,DEU,0.6742671664947778
2018-12-01,DEU,0.6835799395895228
2019-01-01,DEU,0.6862565542405573
2019-02-01,DEU,0.685161372041544
2019-03-01,DEU,0.6860428308896779
2019-04-01,DEU,0.6874570454995035
2019-05-01,DEU,0.6924793475341356
2019-06-01,DEU,0.6969688063484601
2019-07-01,DEU,0.7012220468881962
2019-08-01,DEU,0.7040061652814847
2019-09-01,DEU,0.7066515574219916
2019-10-01,DEU,0.7058354037932137
2019-11-01,DEU,0.706485136140627
2019-12-01,DEU,0.7159691852993539
2020-01-01,DEU,0.7308866571194695
2020-02-01,DEU,0.7283611972571379
2020-03-01,DEU,0.7297831984706287
2020-04-01,DEU,0.7250799601089192
2020-05-01,DEU,0.7225912519764957
2020-06-01,DEU,0.7210296254559053
2020-07-01,DEU,0.7210827480924954
2020-08-01,DEU,0.722260075682746
2020-09-01,DEU,0.7249465278332925
2020-10-01,DEU,0.7293576373463649
2020-11-01,DEU,0.7391346236052843
2020-12-01,DEU,0.7440230310318479
2021-01-01,DEU,0.7556701791471633
2021-02-01,DEU,0.7533424226356064
2021-03-01,DEU,0.7514324726753759
2021-04-01,DEU,0.7461120420075202
2021-05-01,DEU,0.7385968668118404
2021-06-01,DEU,0.7331036779224255
2021-07-01,DEU,0.734833041550161
2021-08-01,DEU,0.7317739891305852
2021-09-01,DEU,0.7339715091128225
2021-10-01,DEU,0.7303610569444404
2021-11-01,DEU,0.732914891326303
2021-12-01,DEU,0.732914891326303
2022-01-01,DEU,0.7315485780074192
2022-02-01,DEU,0.7332243050655765
2022-03-01,DEU,0.7344452893345725
2022-04-01,DEU,0.7393513608850913
2022-05-01,DEU,0.7380100215608013
2022-06-01,DEU,0.736450464691643
2022-07-01,DEU,0.7341337396426184
2017-12-01,GBR,0.8609033770727417
2018-01-01,GBR,0.8641183390970802
2018-02-01,GBR,0.8640552233024038
2018-03-01,GBR,0.8663339240663402
2018-04-01,GBR,0.8717736934104963
2018-05-01,GBR,0.8736329995630093
2018-06-01,GBR,0.8769963190511787
2018-07-01,GBR,0.8782278506764853
2018-08-01,GBR,0.8783506698690255
2018-09-01,GBR,0.8794285564066723
2018-10-01,GBR,0.8797097783291494
2018-11-01,GBR,0.8801068272425074
2018-12-01,GBR,0.8837495390246062
2019-01-01,GBR,0.8853286771392609
2019-02-01,GBR,0.8835529364733212
2019-03-01,GBR,0.8859724058705989
2019-04-01,GBR,0.887612842712707
2019-05-01,GBR,0.8878992953519229
2019-06-01,GBR,0.8885297222807322
2019-07-01,GBR,0.8869511491542312
2019-08-01,GBR,0.8907844852309333
2019-09-01,GBR,0.8923025127582344
2019-10-01,GBR,0.8916968474623918
2019-11-01,GBR,0.8924030179518846
2019-12-01,GBR,0.8964920328134851
2020-01-01,GBR,0.8955649219835665
2020-02-01,GBR,0.8955561907215447
2020-03-01,GBR,0.8956747024291566
2020-04-01,GBR,0.8966468408753936
2020-05-01,GBR,0.8975017642637623
2020-06-01,GBR,0.8966536779407431
2020-07-01,GBR,0.8919744489162221
2020-08-01,GBR,0.8953554301740569
2020-09-01,GBR,0.8939240013483835
2020-10-01,GBR,0.8934073576569013
2020-11-01,GBR,0.8939312474575744
2020-12-01,GBR,0.8946504846547562
2021-01-01,GBR,0.8944331449859262
2021-02-01,GBR,0.8943767073026352
2021-03-01,GBR,0.8925370763731821
2021-04-01,GBR,0.8871503088714585
2021-05-01,GBR,0.8827288212582635
2021-06-01,GBR,0.8802823375971595
2021-07-01,GBR,0.876482746418564
2021-08-01,GBR,0.8781317501731114
2021-09-01,GBR,0.8767064077289399
2021-10-01,GBR,0.8777340594560846
2021-11-01,GBR,0.8777340594560846
2021-12-01,GBR,0.8783194467437985
2022-01-01,GBR,0.8760170537527701
2022-02-01,GBR,0.8755519347309789
2022-03-01,GBR,0.8725163888628054
2022-04-01,GBR,0.87012280974514
2022-05-01,GBR,0.8656704135101897
2022-06-01,GBR,0.8606475115555096
2022-07-01,GBR,0.8588034237175981
2017-12-01,CAN,0.8137614539590791
2018-01-01,CAN,0.8216595796691625
2018-02-01,CAN,0.8209161915919482
2018-03-01,CAN,0.8229645789223656
2018-04-01,CAN,0.8189283164822013
2018-05-01,CAN,0.8208574279007532
2018-06-01,CAN,0.8188485602469184
2018-07-01,CAN,0.8196756108604281
2018-08-01,CAN,0.8154529455661075
2018-09-01,CAN,0.818108937353132
2018-10-01,CAN,0.8148810024817125
2018-11-01,CAN,0.8035121935638452
2018-12-01,CAN,0.8021376546990325
2019-01-01,CAN,0.7992916392763791
2019-02-01,CAN,0.7931804697740449
2019-03-01,CAN,0.7968187064372384
2019-04-01,CAN,0.8103375929404395
2019-05-01,CAN,0.815659307271074
2019-06-01,CAN,0.8185372054876708
2019-07-01,CAN,0.8276603321253039
2019-08-01,CAN,0.8405013866735642
2019-09-01,CAN,0.8572138580546452
2019-10-01,CAN,0.8605643282245881
2019-11-01,CAN,0.8702053254648965
2019-12-01,CAN,0.8630293009751907
2020-01-01,CAN,0.8666237753494385
2020-02-01,CAN,0.8719478915374659
2020-03-01,CAN,0.8688814019848707
2020-04-01,CAN,0.8637527343178344
2020-05-01,CAN,0.8586431751862798
2020-06-01,CAN,0.8630977521239809
2020-07-01,CAN,0.8596825575212081
2020-08-01,CAN,0.8569257252535866
2020-09-01,CAN,0.8631436258269977
2020-10-01,CAN,0.8676842523346082
2020-11-01,CAN,0.8694008303956418
2020-12-01,CAN,0.8682790263750214
2021-01-01,CAN,0.8874408526509235
2021-02-01,CAN,0.8807794040409884
2021-03-01,CAN,0.8750739959084802
2021-04-01,CAN,0.8660649999732842
2021-05-01,CAN,0.8582247826754096
2021-06-01,CAN,0.8513468400344832
2021-07-01,CAN,0.8433195065709028
2021-08-01,CAN,0.8404530869184184
2021-09-01,CAN,0.841043177781346
2021-10-01,CAN,0.8396684859601972
2021-11-01,CAN,0.8392156632165753
2021-12-01,CAN,0.8416208789697524
2022-01-01,CAN,0.8431395410044743
2022-02-01,CAN,0.8409531635161325
2022-03-01,CAN,0.8393147006593906
2022-04-01,CAN,0.841695777142159
2022-05-01,CAN,0.8412664303342482
2022-06-01,CAN,0.8447635228651794
2022-07-01,CAN,0.8440584898697714
2017-12-01,AUT,0.6666577782352385
2018-01-01,AUT,0.6734785256439708
2018-02-01,AUT,0.6772452616628194
2018-03-01,AUT,0.6783872989755189
2018-04-01,AUT,0.684336976674896
2018-05-01,AUT,0.6834160354138288
2018-06-01,AUT,0.686004622893193
2018-07-01,AUT,0.691812265725413
2018-08-01,AUT,0.6942050582407006
2018-09-01,AUT,0.6978454404968563
2018-10-01,AUT,0.6993217992536715
2018-11-01,AUT,0.696226660069597
2018-12-01,AUT,0.6981090826858678
2019-01-01,AUT,0.7046876548772435
2019-02-01,AUT,0.7021025236398689
2019-03-01,AUT,0.7065188202660856
2019-04-01,AUT,0.7066971894043341
2019-05-01,AUT,0.7050460324821104
2019-06-01,AUT,0.7060559541872896
2019-07-01,AUT,0.7076313388122861
2019-08-01,AUT,0.7086967113761351
2019-09-01,AUT,0.7142796745238268
2019-10-01,AUT,0.7163472075994777
2019-11-01,AUT,0.7227928237050218
2019-12-01,AUT,0.7185919590680103
2020-01-01,AUT,0.7190378233895368
2020-02-01,AUT,0.7259129374782218
2020-03-01,AUT,0.7302085999185495
2020-04-01,AUT,0.7314074440615457
2020-05-01,AUT,0.7359371714042388
2020-06-01,AUT,0.7362141285236814
2020-07-01,AUT,0.7378670578063844
2020-08-01,AUT,0.735229156421551
2020-09-01,AUT,0.7370592588888522
2020-10-01,AUT,0.736723825920706
2020-11-01,AUT,0.7353802775211324
2020-12-01,AUT,0.7322927773031374
2021-01-01,AUT,0.7475408338817724
2021-02-01,AUT,0.7433332413656291
2021-03-01,AUT,0.7389777973005126
2021-04-01,AUT,0.7299454932299733
2021-05-01,AUT,0.7263558778912882
2021-06-01,AUT,0.7222739314209619
2021-07-01,AUT,0.7163190318320932
2021-08-01,AUT,0.7152984754864371
2021-09-01,AUT,0.7138974378158285
2021-10-01,AUT,0.712748867736911
2021-11-01,AUT,0.707422840801647
2021-12-01,AUT,0.7093009319749495
2022-01-01,AUT,0.7112409941427147
2022-02-01,AUT,0.7056301659164838
2022-03-01,AUT,0.7029598715129975
2022-04-01,AUT,0.7059658334568962
2022-05-01,AUT,0.6963481699716457
2022-06-01,AUT,0.6942718974897323
2022-07-01,AUT,0.689350960904278
2017-12-01,AUS,0.8121925573321638
2018-01-01,AUS,0.8208768572847864
2018-02-01,AUS,0.8256353951974748
2018-03-01,AUS,0.8312116068720299
2018-04-01,AUS,0.8328546152175282
2018-05-01,AUS,0.8332674156512042
2018-06-01,AUS,0.8354309073168174
2018-07-01,AUS,0.8330083742339033
2018-08-01,AUS,0.8358810444687181
2018-09-01,AUS,0.8397837132173099
2018-10-01,AUS,0.8415999672778322
2018-11-01,AUS,0.8419479478174797
2018-12-01,AUS,0.8462207788207863
2019-01-01,AUS,0.8493543576740018
2019-02-01,AUS,0.8543819362015481
2019-03-01,AUS,0.8571722002470127
2019-04-01,AUS,0.8526860860907955
2019-05-01,AUS,0.8582431385805938
2019-06-01,AUS,0.8705962775562609
2019-07-01,AUS,0.8737981135856953
2019-08-01,AUS,0.8779066726689148
2019-09-01,AUS,0.8765670535339659
2019-10-01,AUS,0.8798338371162062
2019-11-01,AUS,0.9026235169843471
2019-12-01,AUS,0.9008949804059221
2020-01-01,AUS,0.8979174388600516
2020-02-01,AUS,0.8955564835427753
2020-03-01,AUS,0.8921351313311083
2020-04-01,AUS,0.8849963802134968
2020-05-01,AUS,0.8739263614217657
2020-06-01,AUS,0.8707896888887576
2020-07-01,AUS,0.8745237616084012
2020-08-01,AUS,0.8726702062870826
2020-09-01,AUS,0.8740380690418922
2020-10-01,AUS,0.8693205409164565
2020-11-01,AUS,0.8666116966310824
2020-12-01,AUS,0.8629217108559706
2021-01-01,AUS,0.9098321520255639
2021-02-01,AUS,0.8858925103297157
2021-03-01,AUS,0.858754745642642
2021-04-01,AUS,0.836811685992037
2021-05-01,AUS,0.8250097552497249
2021-06-01,AUS,0.8062913004024634
2021-07-01,AUS,0.7948569441316342
2021-08-01,AUS,0.7905936721973734
2021-09-01,AUS,0.7841577255884309
2021-10-01,AUS,0.7799167842374025
2021-11-01,AUS,0.7666558004494519
2021-12-01,AUS,0.771504682435989
2022-01-01,AUS,0.7648543944271602
2022-02-01,AUS,0.7608708971990419
2022-03-01,AUS,0.7526024355511575
2022-04-01,AUS,0.7426338519669093
2022-05-01,AUS,0.7279332284368275
2022-06-01,AUS,0.7276643409535182
2022-07-01,AUS,0.721715954692772
2017-12-01,BRA,0.7369278168308262
2018-01-01,BRA,0.7444316625364922
2018-02-01,BRA,0.7449468207555182
2018-03-01,BRA,0.7483264625591717
2018-04-01,BRA,0.7513811982432628
2018-05-01,BRA,0.7520577508422129
2018-06-01,BRA,0.7512869697140246
2018-07-01,BRA,0.7562221185393453
2018-08-01,BRA,0.7646558746620081
2018-09-01,BRA,0.7714254223200742
2018-10-01,BRA,0.7690474485530399
