date,country,Relative Demand
2017-12-01,All,0.7702087578444142
2018-01-01,All,0.7653940402423595
2018-02-01,All,0.7743317426507405
2018-03-01,All,0.7734841737321534
2018-04-01,All,0.7686707868788663
2018-05-01,All,0.7633218517100274
2018-06-01,All,0.7633457940968456
2018-07-01,All,0.7640676061081028
2018-08-01,All,0.7667291586212012
2018-09-01,All,0.7720138470984241
2018-10-01,All,0.7745464274668444
2018-11-01,All,0.7740403195609395
2018-12-01,All,0.7749438234756371
2019-01-01,All,0.7767365833816462
2019-02-01,All,0.7814565123022699
2019-03-01,All,0.783047447843762
2019-04-01,All,0.7860707770634396
2019-05-01,All,0.7894189676512211
2019-06-01,All,0.7942155705210806
2019-07-01,All,0.7968524290164273
2019-08-01,All,0.7971855594638646
2019-09-01,All,0.798373893900173
2019-10-01,All,0.7962396437220169
2019-11-01,All,0.7999751369593373
2019-12-01,All,0.8016375784679215
2020-01-01,All,0.8022514779027999
2020-02-01,All,0.8051410233779525
2020-03-01,All,0.8056192621291856
2020-04-01,All,0.8023161314408505
2020-05-01,All,0.8010825186327745
2020-06-01,All,0.8044214762441422
2020-07-01,All,0.80503824581682
2020-08-01,All,0.8085756419896891
2020-09-01,All,0.8091063515760003
2020-10-01,All,0.8123767467443739
2020-11-01,All,0.8196042887061156
2020-12-01,All,0.8221678872674903
2021-01-01,All,0.8354970346552119
2021-02-01,All,0.8252826692835572
2021-03-01,All,0.8199411592628052
2021-04-01,All,0.81819499137419
2021-05-01,All,0.8180178742644185
2021-06-01,All,0.8136742997782758
2021-07-01,All,0.8101244684495782
2021-08-01,All,0.8028374265076461
2021-09-01,All,0.8000431727217356
2021-10-01,All,0.8069605240945246
2021-11-01,All,0.8115790570556045
2021-12-01,All,0.809357763060883
2022-01-01,All,0.8024223923574685
2022-02-01,All,0.7962192978794712
2022-03-01,All,0.7969867057054257
2022-04-01,All,0.7920326452768711
2022-05-01,All,0.7862372694146134
2022-06-01,All,0.7816621373293058
2022-07-01,All,0.7787777898382509
2017-12-01,USA,0.6804364086909421
2018-01-01,USA,0.6777092954745677
2018-02-01,USA,0.6772797568059082
2018-03-01,USA,0.6733223750009186
2018-04-01,USA,0.6710599893383371
2018-05-01,USA,0.6735504674142682
2018-06-01,USA,0.6762660809368917
2018-07-01,USA,0.6839055116623622
2018-08-01,USA,0.6825975778591467
2018-09-01,USA,0.6912258640098767
2018-10-01,USA,0.6984888515722468
2018-11-01,USA,0.7007041229342393
